colegio;PRODUCTO;TALLA;VALOR AÑO PRESENTE;ID_BUSQUEDA;2022;2023;2024;2025;2026;2027;2028;2029
otros;Batas;m;70000;otros_Batas_m;;;;;;;;
otros;Batas;l;70000;otros_Batas_l;;;;;;;;
otros;Batas;xl;70000;otros_Batas_xl;;;;;;;;
dotacion;camisa drill trabajo;s;55000;dotacion_camisa drill trabajo_s;;;;;;;;
dotacion;camisa drill trabajo;m;55000;dotacion_camisa drill trabajo_m;;;;;;;;
dotacion;camisa drill trabajo;l;55000;dotacion_camisa drill trabajo_l;;;;;;;;
dotacion;camisa drill trabajo;xl;55000;dotacion_camisa drill trabajo_xl;;;;;;;;
dotacion;camisa oxford mujer blanca;16;42000;dotacion_camisa oxford mujer blanca_16;;;;;;;;
dotacion;camisa oxford mujer blanca;S;42000;dotacion_camisa oxford mujer blanca_S;;;;;;;;
dotacion;camisa oxford mujer blanca;M;42000;dotacion_camisa oxford mujer blanca_M;;;;;;;;
dotacion;camisa oxford mujer blanca;L;42000;dotacion_camisa oxford mujer blanca_L;;;;;;;;
dotacion;camisa oxford mujer blanca;XL;42000;dotacion_camisa oxford mujer blanca_XL;;;;;;;;
dotacion;camisa oxford hombre blanca;S;42000;dotacion_camisa oxford hombre blanca_S;;;;;;;;
dotacion;camisa oxford hombre blanca;M;42000;dotacion_camisa oxford hombre blanca_M;;;;;;;;
dotacion;camisa oxford hombre blanca;L;42000;dotacion_camisa oxford hombre blanca_L;;;;;;;;
dotacion;camisa oxford hombre blanca;XL;42000;dotacion_camisa oxford hombre blanca_XL;;;;;;;;
dotacion;Camiseta polo nacional;S;45000;dotacion_Camiseta polo nacional_S;;;;;;;;
dotacion;Camiseta polo nacional;M;45000;dotacion_Camiseta polo nacional_M;;;;;;;;
dotacion;Camiseta polo nacional;L;45000;dotacion_Camiseta polo nacional_L;;;;;;;;
dotacion;Camiseta polo nacional;XL;45000;dotacion_Camiseta polo nacional_XL;;;;;;;;
;;;;Blusa manga larga-veneta signature;;;;;;;;
;;;;Blusa manga corta-veneta signature;;;;;;;;
;;;;Camisa manga larga-veneta signature;;;;;;;;
;;;;Camisa manga corta-veneta signature;;;;;;;;
;;;;Blusa manga larga-algodon;;;;;;;;
;;;;Blusa manga corta-algodon;;;;;;;;
;;;;Camisa manga larga-algodon;;;;;;;;
;;;;Camisa manga corta-algodon;;;;;;;;
;;;;pantalon hombre nova signature;;;;;;;;
;;;;pantalon hombre lino;;;;;;;;
;;;;slack ejecutivo;;;;;;;;
;;;;slack strech signature;;;;;;;;
