ID unico de factura;fecha de venta;Día;Mes;Año;Nombre cliente;Numero de contacto;ID cliente;pago efectivo;pago tarjeta;pago transferencia;total pagado 1;valor factura;pendiente;fecha de pago 2;pago efectivo 2;pago tarjeta 2;pago transferencia 2;Estado de factura;total efectivo;total tarjeta;total transfencia;total pendiente;Producto pendiente por entregar;calculo valor factura conteo;Lista rapida;Aux busqueda fehca
NA FACTURA-46090,7287615741-conalco_pantalon_16;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;78000;0;0;78000;78000;0;;;;;PAGADA / CERRADA;78000;0;0;0;NO;;C;9/03/2026
NA FACTURA-46090,7287731481-conalco_camiseta fisica_14;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;54000;0;0;54000;54000;0;;;;;PAGADA / CERRADA;54000;0;0;0;NO;;C;9/03/2026
NA FACTURA-46090,7287847222-conalco_bombacho_16;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;64000;0;0;64000;64000;0;;;;;PAGADA / CERRADA;64000;0;0;0;NO;;C;9/03/2026
NA FACTURA-46090,7287962963-Unicor_Grown_16;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;62000;0;0;62000;62000;0;;;;;PAGADA / CERRADA;62000;0;0;0;NO;;C;9/03/2026
NA FACTURA-46090,7288078704-Unicor_Teens_14;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;62000;0;0;62000;62000;0;;;;;PAGADA / CERRADA;62000;0;0;0;NO;;C;9/03/2026
NA FACTURA-46090,7300810185-liceo universitario_camiseta fisica_L;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;56000;0;0;56000;56000;0;;;;;PAGADA / CERRADA;56000;0;0;0;NO;;C;9/03/2026
NA FACTURA-46090,7300925926-liceo universitario_bombacho_L;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;61000;0;0;61000;61000;0;;;;;PAGADA / CERRADA;61000;0;0;0;NO;;C;9/03/2026
NA FACTURA-46090,7321412037-liceo universitario_bombacho_M;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;56000;0;0;56000;56000;0;;;;;PAGADA / CERRADA;56000;0;0;0;NO;;C;9/03/2026
NA FACTURA-46090,7358449074-colsafa_guayabera_16;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;56000;0;0;56000;56000;0;;;;;PAGADA / CERRADA;56000;0;0;0;NO;;C;9/03/2026
NA FACTURA-46090,7416319444-liceo pupo jimenez_camiseta diario_S;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;0;0;53000;53000;53000;0;;;;;PAGADA / CERRADA;0;0;53000;0;NO;;C;9/03/2026
NA FACTURA-46090,7504976852-la inmaculada_bombacho_XL;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;0;0;65000;65000;65000;0;;;;;PAGADA / CERRADA;0;0;65000;0;NO;;C;9/03/2026
NA FACTURA-46090,7508449074-conalco_bombacho_S;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;0;0;68000;68000;68000;0;;;;;PAGADA / CERRADA;0;0;68000;0;NO;;C;9/03/2026
NA FACTURA-46090,7567824074-conalco_bombacho_6;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;58000;0;0;58000;58000;0;;;;;PAGADA / CERRADA;58000;0;0;0;NO;;C;9/03/2026
NA FACTURA-46090,7568055556-conalco_bombacho_16;lunes, 9 de marzo de 2026;9;3;2026;NA;NA;;64000;0;0;64000;64000;0;;;;;PAGADA / CERRADA;64000;0;0;0;NO;;C;9/03/2026
NA FACTURA-46091,3647916667-conalco_bombacho_6;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;58000;0;0;58000;58000;0;;;;;PAGADA / CERRADA;58000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,3979050926-la inmaculada_bombacho_14;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;58000;0;0;58000;58000;0;;;;;PAGADA / CERRADA;58000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,4100347222-liceo universitario_falda_L;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;112000;112000;112000;0;;;;;PAGADA / CERRADA;0;0;112000;0;NO;;C;10/03/2026
NA FACTURA-46091,432650463-gimnasio vallegrande_blusa_S;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;98000;0;0;98000;98000;0;;;;;PAGADA / CERRADA;98000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,4565277778-liceo universitario_pantalon_32;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;56000;0;0;56000;56000;0;;;;;PAGADA / CERRADA;56000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,4565393518-liceo universitario_guayabera_M;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;62000;0;0;62000;62000;0;;;;;PAGADA / CERRADA;62000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,4640625-conalco_medias hombre_4;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;13000;0;0;13000;13000;0;;;;;PAGADA / CERRADA;13000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,4778472222-Antonio Narino_Camiseta diario/fisica_14;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;90000;0;0;90000;90000;0;;;;;PAGADA / CERRADA;90000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,4794212963-la inmaculada_bombacho_16;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;58000;58000;58000;0;;;;;PAGADA / CERRADA;0;0;58000;0;NO;;C;10/03/2026
NA FACTURA-46091,5204398148-conalco_camiseta fisica_10;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;53000;0;0;53000;53000;0;;;;;PAGADA / CERRADA;53000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,5204513889-conalco_bombacho_10;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;61000;0;0;61000;61000;0;;;;;PAGADA / CERRADA;61000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,5772800926-liceo pupo jimenez_bombacho_S;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;56000;56000;56000;0;;;;;PAGADA / CERRADA;0;0;56000;0;NO;;C;10/03/2026
NA FACTURA-46091,5772916667-liceo pupo jimenez_camiseta fisica_S;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;53000;53000;53000;0;;;;;PAGADA / CERRADA;0;0;53000;0;NO;;C;10/03/2026
NA FACTURA-46091,5797453704-conalco_bombacho_6;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;58000;0;0;58000;58000;0;;;;;PAGADA / CERRADA;58000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,5852083333-liceo pupo jimenez_camiseta diario_16;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;50000;0;0;50000;50000;0;;;;;PAGADA / CERRADA;50000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,5856134259-la inmaculada_jumper_12;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;97000;97000;97000;0;;;;;PAGADA / CERRADA;0;0;97000;0;NO;;C;10/03/2026
NA FACTURA-46091,6153935185-liceo universitario_camiseta fisica_L;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;56000;0;56000;56000;0;;;;;PAGADA / CERRADA;0;56000;0;0;NO;;C;10/03/2026
NA FACTURA-46091,6156365741-liceo universitario_guayabera_L;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;62000;0;0;62000;62000;0;;;;;PAGADA / CERRADA;62000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,6250347222-gimnasio vallegrande_camiseta de diario_10;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;98000;0;0;98000;98000;0;;;;;PAGADA / CERRADA;98000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,6289236111-nuestra señora del carmen_camiseta fisica_16;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;52000;0;52000;52000;0;;;;;PAGADA / CERRADA;0;52000;0;0;NO;;C;10/03/2026
NA FACTURA-46091,6289351852-nuestra señora del carmen_bombacho_S;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;59000;0;59000;59000;0;;;;;PAGADA / CERRADA;0;59000;0;0;NO;;C;10/03/2026
NA FACTURA-46091,6289351852-colsafa_bombacho_12;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;101000;0;101000;101000;0;;;;;PAGADA / CERRADA;0;101000;0;0;NO;;C;10/03/2026
NA FACTURA-46091,6353935185-conalco_bombacho_12;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;61000;0;0;61000;61000;0;;;;;PAGADA / CERRADA;61000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,6583796296-liceo universitario_camiseta fisica_S;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;51000;0;51000;51000;0;;;;;PAGADA / CERRADA;0;51000;0;0;NO;;C;10/03/2026
NA FACTURA-46091,6672685185-Antonio Narino_Camiseta diario/fisica_L;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;90000;0;0;90000;90000;0;;;;;PAGADA / CERRADA;90000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,6724537037-gimnasio plaza feliz_jumper_16;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;96000;96000;96000;0;;;;;PAGADA / CERRADA;0;0;96000;0;NO;;C;10/03/2026
NA FACTURA-46091,6724652778-gimnasio plaza feliz_blusa_12;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;43000;43000;43000;0;;;;;PAGADA / CERRADA;0;0;43000;0;NO;;C;10/03/2026
NA FACTURA-46091,674525463-conalco_guayabera_14;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;59000;59000;59000;0;;;;;PAGADA / CERRADA;0;0;59000;0;NO;;C;10/03/2026
NA FACTURA-46091,6748263889-conalco_pantalon_14;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;78000;0;0;78000;78000;0;;;;;PAGADA / CERRADA;78000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,6769328704-liceo universitario_blusa_S;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;49000;49000;49000;0;;;;;PAGADA / CERRADA;0;0;49000;0;NO;;C;10/03/2026
NA FACTURA-46091,6836921296-liceo pupo jimenez_camiseta diario_16;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;50000;50000;50000;0;;;;;PAGADA / CERRADA;0;0;50000;0;NO;;C;10/03/2026
NA FACTURA-46091,6837037037-Pantalones Azules_intermedio_32;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;73000;73000;73000;0;;;;;PAGADA / CERRADA;0;0;73000;0;NO;;C;10/03/2026
NA FACTURA-46091,6917013889-conalco_blusa_L;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;56000;56000;56000;0;;;;;PAGADA / CERRADA;0;0;56000;0;NO;;C;10/03/2026
NA FACTURA-46091,6951157407-conalco_bombacho_10;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;61000;0;0;61000;61000;0;;;;;PAGADA / CERRADA;61000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,7091087963-conalco_blusa_M;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;212000;212000;212000;0;;;;;PAGADA / CERRADA;0;0;212000;0;NO;;C;10/03/2026
NA FACTURA-46091,7091203704-conalco_falda_M;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;182000;182000;182000;0;;;;;PAGADA / CERRADA;0;0;182000;0;NO;;C;10/03/2026
NA FACTURA-46091,7091319444-conalco_camiseta fisica_M;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;116000;116000;116000;0;;;;;PAGADA / CERRADA;0;0;116000;0;NO;;C;10/03/2026
NA FACTURA-46091,7091435185-conalco_bombacho_S;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;68000;68000;68000;0;;;;;PAGADA / CERRADA;0;0;68000;0;NO;;C;10/03/2026
NA FACTURA-46091,7091435185-conalco_bombacho_L;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;69000;69000;69000;0;;;;;PAGADA / CERRADA;0;0;69000;0;NO;;C;10/03/2026
NA FACTURA-46091,7091550926-conalco_medias mujer_10;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;52000;52000;52000;0;;;;;PAGADA / CERRADA;0;0;52000;0;NO;;C;10/03/2026
NA FACTURA-46091,7093865741-conalco_medias mujer_10;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;0;0;26000;26000;26000;0;;;;;PAGADA / CERRADA;0;0;26000;0;NO;;C;10/03/2026
NA FACTURA-46091,7122569444-conalco_bombacho_10;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;61000;0;0;61000;61000;0;;;;;PAGADA / CERRADA;61000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,7134722222-conalco_blusa_12;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;46000;0;0;46000;46000;0;;;;;PAGADA / CERRADA;46000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,7134837963-conalco_camiseta fisica_12;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;53000;0;0;53000;53000;0;;;;;PAGADA / CERRADA;53000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,7335532407-liceo pupo jimenez_camiseta fisica_8;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;44000;0;0;44000;44000;0;;;;;PAGADA / CERRADA;44000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,7335532407-liceo pupo jimenez_bombacho_6;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;48000;0;0;48000;48000;0;;;;;PAGADA / CERRADA;48000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,7335648148-liceo pupo jimenez_camiseta diario_8;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;46000;0;0;46000;46000;0;;;;;PAGADA / CERRADA;46000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,7335763889-Pantalones Azules_intermedio_8;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;56000;0;0;56000;56000;0;;;;;PAGADA / CERRADA;56000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,7426157407-la inmaculada_bombacho_L;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;60000;0;0;60000;60000;0;;;;;PAGADA / CERRADA;60000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,7426273148-la inmaculada_camiseta fisica_M;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;45000;0;0;45000;45000;0;;;;;PAGADA / CERRADA;45000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,7501736111-conalco_falda_M;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;91000;0;0;91000;91000;0;;;;;PAGADA / CERRADA;91000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46091,7501851852-conalco_medias mujer_10;martes, 10 de marzo de 2026;10;3;2026;NA;NA;;26000;0;0;26000;26000;0;;;;;PAGADA / CERRADA;26000;0;0;0;NO;;C;10/03/2026
NA FACTURA-46092,3631134259-conalco_bombacho_M;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;68000;68000;68000;0;;;;;PAGADA / CERRADA;0;0;68000;0;NO;;C;11/03/2026
NA FACTURA-46092,3736458333-conalco_falda_S;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;91000;0;0;91000;91000;0;;;;;PAGADA / CERRADA;91000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,3736574074-conalco_blusa_16;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;49000;0;0;49000;49000;0;;;;;PAGADA / CERRADA;49000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,4115856482-la inmaculada_camiseta fisica_M;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;45000;45000;45000;0;;;;;PAGADA / CERRADA;0;0;45000;0;NO;;C;11/03/2026
NA FACTURA-46092,4115972222-la inmaculada_bombacho_M;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;60000;60000;60000;0;;;;;PAGADA / CERRADA;0;0;60000;0;NO;;C;11/03/2026
NA FACTURA-46092,4274421296-la inmaculada_bombacho_16;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;58000;0;0;58000;58000;0;;;;;PAGADA / CERRADA;58000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,4721759259-gimnasio plaza feliz_blusa_16;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;44000;0;0;44000;44000;0;;;;;PAGADA / CERRADA;44000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,5258217593-la inmaculada_camiseta fisica_XL;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;106000;0;106000;106000;0;;;;;PAGADA / CERRADA;0;106000;0;0;NO;;C;11/03/2026
NA FACTURA-46092,5258333333-la inmaculada_bombacho_XL;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;65000;0;65000;65000;0;;;;;PAGADA / CERRADA;0;65000;0;0;NO;;C;11/03/2026
NA FACTURA-46092,5258449074-la inmaculada_blusa_XL;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;96000;0;96000;96000;0;;;;;PAGADA / CERRADA;0;96000;0;0;NO;;C;11/03/2026
NA FACTURA-46092,5290277778-liceo pupo jimenez_blusa_8;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;37000;0;0;37000;37000;0;;;;;PAGADA / CERRADA;37000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,5293518519-la inmaculada_blusa_S;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;45000;45000;45000;0;;;;;PAGADA / CERRADA;0;0;45000;0;NO;;C;11/03/2026
NA FACTURA-46092,5297685185-colsafa_blusa_S;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;45000;0;0;45000;45000;0;;;;;PAGADA / CERRADA;45000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,5778587963-liceo pupo jimenez_camiseta fisica_14;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;49000;0;0;49000;49000;0;;;;;PAGADA / CERRADA;49000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,5778703704-liceo pupo jimenez_bombacho_14;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;54000;0;0;54000;54000;0;;;;;PAGADA / CERRADA;54000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,5935532407-colsafa_guayabera_16;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;56000;56000;56000;0;;;;;PAGADA / CERRADA;0;0;56000;0;NO;;C;11/03/2026
NA FACTURA-46092,6051967593-gimnasio vallegrande_camiseta de diario_S;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;118000;118000;118000;0;;;;;PAGADA / CERRADA;0;0;118000;0;NO;;C;11/03/2026
NA FACTURA-46092,6090277778-liceo pupo jimenez_bombacho_M;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;56000;56000;56000;0;;;;;PAGADA / CERRADA;0;0;56000;0;NO;;C;11/03/2026
NA FACTURA-46092,6090393519-liceo pupo jimenez_camiseta fisica_M;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;53000;53000;53000;0;;;;;PAGADA / CERRADA;0;0;53000;0;NO;;C;11/03/2026
NA FACTURA-46092,6246759259-liceo pupo jimenez_camiseta fisica_S;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;53000;53000;53000;0;;;;;PAGADA / CERRADA;0;0;53000;0;NO;;C;11/03/2026
NA FACTURA-46092,6246875-liceo pupo jimenez_bombacho_S;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;56000;56000;56000;0;;;;;PAGADA / CERRADA;0;0;56000;0;NO;;C;11/03/2026
NA FACTURA-46092,6549537037-conalco_bombacho_12;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;61000;0;0;61000;61000;0;;;;;PAGADA / CERRADA;61000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,6721759259-nuestra señora del carmen_guayabera_M;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;70000;70000;70000;0;;;;;PAGADA / CERRADA;0;0;70000;0;NO;;C;11/03/2026
NA FACTURA-46092,6721875-nuestra señora del carmen_pantalon_10;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;72000;72000;72000;0;;;;;PAGADA / CERRADA;0;0;72000;0;NO;;C;11/03/2026
NA FACTURA-46092,7136111111-conalco_pantalon_30;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;81000;0;0;81000;81000;0;;;;;PAGADA / CERRADA;81000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,7164467593-conalco_bombacho_16;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;64000;64000;64000;0;;;;;PAGADA / CERRADA;0;0;64000;0;NO;;C;11/03/2026
NA FACTURA-46092,7191203704-nuestra señora del carmen_pantalon_14;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;152000;0;152000;152000;0;;;;;PAGADA / CERRADA;0;152000;0;0;NO;;C;11/03/2026
NA FACTURA-46092,726087963-gimnasio vallegrande_camiseta de fisica interna_S;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;53000;53000;53000;0;;;;;PAGADA / CERRADA;0;0;53000;0;NO;;C;11/03/2026
NA FACTURA-46092,726099537-gimnasio vallegrande_pantaloneta_L;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;44000;44000;44000;0;;;;;PAGADA / CERRADA;0;0;44000;0;NO;;C;11/03/2026
NA FACTURA-46092,726099537-gimnasio vallegrande_pantaloneta_M;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;0;0;44000;44000;44000;0;;;;;PAGADA / CERRADA;0;0;44000;0;NO;;C;11/03/2026
NA FACTURA-46092,7393287037-conalco_camiseta fisica_16;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;54000;0;0;54000;54000;0;;;;;PAGADA / CERRADA;54000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,7393402778-conalco_camiseta fisica_8;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;51000;0;0;51000;51000;0;;;;;PAGADA / CERRADA;51000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,7393518519-conalco_blusa_14;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;49000;0;0;49000;49000;0;;;;;PAGADA / CERRADA;49000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46092,7425347222-conalco_bombacho_16;miércoles, 11 de marzo de 2026;11;3;2026;NA;NA;;64000;0;0;64000;64000;0;;;;;PAGADA / CERRADA;64000;0;0;0;NO;;C;11/03/2026
NA FACTURA-46093,3565393519-conalco_camiseta fisica_12;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;0;53000;53000;53000;0;;;;;PAGADA / CERRADA;0;0;53000;0;NO;;C;12/03/2026
NA FACTURA-46093,3565509259-conalco_bombacho_12;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;0;61000;61000;61000;0;;;;;PAGADA / CERRADA;0;0;61000;0;NO;;C;12/03/2026
NA FACTURA-46093,3666898148-liceo universitario_guayabera_L;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;62000;0;0;62000;62000;0;;;;;PAGADA / CERRADA;62000;0;0;0;NO;;C;12/03/2026
NA FACTURA-46093,3680902778-gimnasio vallegrande_pantaloneta_12;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;41000;0;41000;41000;0;;;;;PAGADA / CERRADA;0;41000;0;0;NO;;C;12/03/2026
NA FACTURA-46093,4029861111-conalco_camiseta fisica_12;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;0;53000;53000;53000;0;;;;;PAGADA / CERRADA;0;0;53000;0;NO;;C;12/03/2026
NA FACTURA-46093,4224074074-la inmaculada_blusa_6;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;0;37000;37000;37000;0;;;;;PAGADA / CERRADA;0;0;37000;0;NO;;C;12/03/2026
NA FACTURA-46093,4394444444-conalco_bombacho_S;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;68000;0;0;68000;68000;0;;;;;PAGADA / CERRADA;68000;0;0;0;NO;;C;12/03/2026
NA FACTURA-46093,4394560185-conalco_camiseta fisica_S;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;58000;0;0;58000;58000;0;;;;;PAGADA / CERRADA;58000;0;0;0;NO;;C;12/03/2026
NA FACTURA-46093,4524305556-Antonio Narino_Camiseta diario/fisica_14;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;0;45000;45000;45000;0;;;;;PAGADA / CERRADA;0;0;45000;0;NO;;C;12/03/2026
NA FACTURA-46093,4524421296-Antonio Narino_bombacho_14;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;0;50000;50000;50000;0;;;;;PAGADA / CERRADA;0;0;50000;0;NO;;C;12/03/2026
NA FACTURA-46093,4524537037-Antonio Narino_blusa_S;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;0;45000;45000;45000;0;;;;;PAGADA / CERRADA;0;0;45000;0;NO;;C;12/03/2026
NA FACTURA-46093,4524652778-Domicilios_A_NA;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;0;6000;6000;6000;0;;;;;PAGADA / CERRADA;0;0;6000;0;NO;;C;12/03/2026
NA FACTURA-46093,4640856481-conalco_camiseta fisica_16;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;54000;0;0;54000;54000;0;;;;;PAGADA / CERRADA;54000;0;0;0;NO;;C;12/03/2026
NA FACTURA-46093,4745023148-la inmaculada_blusa_14;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;C;12/03/2026
NA FACTURA-46093,486087963-colsafa_guayabera_L;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;63000;0;63000;63000;0;;;;;PAGADA / CERRADA;0;63000;0;0;NO;;C;12/03/2026
NA FACTURA-46093,4900347222-nuestra señora del carmen_blusa_14;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;0;84000;84000;84000;0;;;;;PAGADA / CERRADA;0;0;84000;0;NO;;C;12/03/2026
NA FACTURA-46093,4962384259-Antonio Narino_bombacho_16;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;0;50000;50000;50000;0;;;;;PAGADA / CERRADA;0;0;50000;0;NO;;C;12/03/2026
NA FACTURA-46093,5012962963-conalco_camiseta fisica_6;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;51000;0;0;51000;51000;0;;;;;PAGADA / CERRADA;51000;0;0;0;NO;;C;12/03/2026
NA FACTURA-46093,512650463-la inmaculada_camiseta fisica_L;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;53000;0;0;53000;53000;0;;;;;PAGADA / CERRADA;53000;0;0;0;NO;;C;12/03/2026
NA FACTURA-46093,512962963-conalco_camiseta fisica_S;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;0;58000;58000;58000;0;;;;;PAGADA / CERRADA;0;0;58000;0;NO;;C;12/03/2026
NA FACTURA-46093,5428587963-liceo pupo jimenez_camiseta fisica_8;jueves, 12 de marzo de 2026;12;3;2026;NA;NA;;0;0;44000;44000;44000;0;;;;;PAGADA / CERRADA;0;0;44000;0;NO;;C;12/03/2026
